AccountID,ClusterID,RecommendationMessage,RecommendationReason,PriorityLevel,RecommendationCategory,SavingsPotential,AnomalyCount,SpendingVsCluster,AvgTransactionAmount,AverageBalance,TransactionFrequency,MetricValue
AC00129,2,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,29.847186166139167,4,24.1659704852977,273.855,6915.41,4,4 anomalies
AC00130,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $387.02 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,19.177514416382316,9,-18.159605619255174,318.09222222222223,5486.9,9,Min balance: $387.02
AC00131,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $125.85 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,19.230640947711258,9,-19.114705145339748,314.38,4672.113333333334,9,Min balance: $125.85
AC00132,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-56.05177492379866,96.4825,5044.507500000001,4,4 anomalies
AC00133,1,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,27.759960108501932,7,-9.010348076739938,199.75571428571428,3986.58,7,7 anomalies
AC00134,2,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 121.7x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-77.5158734499428,49.59,6037.03,1,Balance ratio: 121.7x
AC00135,2,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-66.9267067716491,72.945,8796.24,2,2 anomalies
AC00136,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $164.61 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,37.04412273873632,8,24.800326532522256,485.06625,5374.211249999999,8,Min balance: $164.61
AC00137,1,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-42.73244007292907,125.72333333333334,3988.95,3,3 anomalies
AC00138,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-5.163936870778441,208.2,4039.17,2,2 anomalies
AC00139,1,Review irregular transactions for budgeting patterns,Detected 8 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,26.72845653927116,8,-19.047717870676003,177.72,6090.3625,8,8 anomalies
AC00140,1,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,12.27841072104544,7,-31.49080281068544,150.40285714285713,5234.305714285714,7,7 anomalies
AC00141,1,Consider reducing transaction amounts,Your avg transaction ($291.23) is 33% above cluster average,HIGH,SPENDING_CONTROL,33.44003126370122,5,32.65843424291891,291.23400000000004,5206.886,5,32.7% above cluster
AC00142,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,20.640400191039067,264.85,3924.345,2,2 anomalies
AC00143,2,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,41.92310667729749,5,25.027884673070595,275.756,7637.503999999999,5,5 anomalies
AC00144,1,Review irregular transactions for budgeting patterns,Detected 8 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,42.807907257118856,8,4.935170068000401,230.37125,4127.65375,8,8 anomalies
AC00145,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $319.84 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,31.231039664377406,5,27.79455584669495,280.55600000000004,4859.604,5,Min balance: $319.84
AC00146,2,Consider reducing transaction amounts,Your avg transaction ($585.89) is 166% above cluster average,HIGH,SPENDING_CONTROL,71.9531326765727,2,165.64276879235751,585.89,12340.82,2,165.6% above cluster
AC00147,2,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-41.26651031872537,129.54,7854.639999999999,3,3 anomalies
AC00148,0,Consider reducing transaction amounts,Your avg transaction ($573.76) is 48% above cluster average,HIGH,SPENDING_CONTROL,32.86826065610103,5,47.61939374394096,573.758,6203.84,5,47.6% above cluster
AC00149,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,9.253266645435254,6,-4.885980598255888,369.6833333333333,7058.091666666667,6,6 anomalies
AC00150,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $359.06 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,4.2831125546281985,7,-25.36673347083197,290.08,5858.764285714286,7,Min balance: $359.06
AC00151,1,Consider reducing transaction amounts,Your avg transaction ($289.21) is 32% above cluster average,HIGH,SPENDING_CONTROL,22.10769992835065,4,31.73535411836861,289.2075,6460.787499999999,4,31.7% above cluster
AC00152,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,14.504971498257584,4,10.445067900021757,242.4675,3941.26,4,4 anomalies
AC00153,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $271.64 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,14.130033662520045,7,-9.880742322215646,350.27,4495.128571428571,7,Min balance: $271.64
AC00154,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,4.9934166110542835,5,-20.79412260668674,173.886,3856.712,5,5 anomalies
AC00155,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,6,-24.64976561347785,292.8666666666667,5971.546666666666,6,6 anomalies
AC00156,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,16.526765525786594,5,10.8919433956276,431.008,2481.342,5,5 anomalies
AC00157,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,23.884705178470828,5,13.793254653294316,249.81800000000004,4543.075999999999,5,5 anomalies
AC00158,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,11.721506710465361,7,-13.455902787945384,336.3742857142857,5047.847142857143,7,7 anomalies
AC00159,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,9.531972070151541,5,-6.699898469586,204.828,5827.548000000001,5,5 anomalies
AC00160,0,Consider reducing transaction amounts,Your avg transaction ($513.45) is 32% above cluster average,HIGH,SPENDING_CONTROL,3.869176717568351,2,32.10175652602277,513.445,5922.665,2,32.1% above cluster
AC00161,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $421.93 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,14.790493692199988,4,26.449202521452225,491.475,7019.25,4,Min balance: $421.93
AC00162,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-79.55922990910751,44.875,2093.06,2,2 anomalies
AC00163,1,Consider reducing transaction amounts,Your avg transaction ($307.95) is 40% above cluster average,HIGH,SPENDING_CONTROL,20.594455746439767,2,40.274927093945365,307.955,1000.215,2,40.3% above cluster
AC00164,0,Consider reducing transaction amounts,Your avg transaction ($506.56) is 30% above cluster average,HIGH,SPENDING_CONTROL,29.162552281541274,6,30.331206117520864,506.5633333333333,6175.1016666666665,6,30.3% above cluster
AC00165,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $268.77 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,0.2881733120466077,6,-24.47995743673608,293.5266666666667,4871.538333333333,6,Min balance: $268.77
AC00166,1,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,28.498689053959104,6,6.850756813844214,234.57666666666668,4251.545000000001,6,6 anomalies
AC00167,1,Consider reducing transaction amounts,Your avg transaction ($316.31) is 44% above cluster average,HIGH,SPENDING_CONTROL,39.7766966337459,5,44.082490262519656,316.314,5161.33,5,44.1% above cluster
AC00168,1,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 31.8x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-64.54807495990723,77.83,2471.53,1,Balance ratio: 31.8x
AC00169,2,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-60.17104059710074,87.845,7002.049999999999,2,2 anomalies
AC00170,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,7,-36.366774842103624,247.32571428571435,5322.22,7,7 anomalies
AC00171,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-18.92655364016508,177.98600000000002,7441.08,5,5 anomalies
AC00172,0,Consider reducing transaction amounts,Your avg transaction ($581.00) is 49% above cluster average,HIGH,SPENDING_CONTROL,35.20931854529255,5,49.482137985774834,580.9979999999999,4234.562,5,49.5% above cluster
AC00173,0,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,10.463507080644046,4,15.469560184399525,448.8,5366.004999999999,4,4 anomalies
AC00174,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-20.209254666927283,175.17,4297.865,4,4 anomalies
AC00175,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,6.351643223075886,7,-21.471436810422404,305.22,6035.412857142857,7,7 anomalies
AC00176,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $165.75 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,12.42884586404385,8,-24.17550338247687,294.71,3415.33,8,Min balance: $165.75
AC00177,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $135.96 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,21.4506431669286,9,-15.579035903012919,328.1222222222222,4208.693333333333,9,Min balance: $135.96
AC00178,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,3.2218064876707073,5,-19.912265650787734,175.822,4872.183999999999,5,5 anomalies
AC00179,0,Consider reducing transaction amounts,Your avg transaction ($636.62) is 64% above cluster average,HIGH,SPENDING_CONTROL,45.322165727566464,6,63.79327953177227,636.6216666666667,8851.878333333334,6,63.8% above cluster
AC00180,2,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 69.7x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-50.597490847061266,108.96,7597.66,1,Balance ratio: 69.7x
AC00181,1,Consider reducing transaction amounts,Your avg transaction ($289.46) is 32% above cluster average,HIGH,SPENDING_CONTROL,33.597600514988486,5,31.850369036428777,289.46,4768.766,5,31.9% above cluster
AC00182,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $112.76 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,32.83569410062698,8,14.28637025592803,444.20125,3058.38625,8,Min balance: $112.76
AC00183,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $129.79 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,38.686604310325606,6,24.19865049432646,272.6616666666667,3703.4066666666654,6,Min balance: $129.79
AC00184,2,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,23.46442518507291,4,15.799599338596135,255.4025,7573.0,4,4 anomalies
AC00185,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,6,-37.633659006315916,242.40166666666664,4565.13,6,6 anomalies
AC00186,2,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,3.5634556549972474,228.415,8892.369999999999,2,2 anomalies
AC00187,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,8.800683439141167,5,-13.164420121506812,190.636,4231.834,5,5 anomalies
AC00188,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-49.459028719664225,110.956,6394.692,5,5 anomalies
AC00189,1,Consider reducing transaction amounts,Your avg transaction ($302.01) is 38% above cluster average,HIGH,SPENDING_CONTROL,40.332222542875336,5,37.568774110992905,302.014,2049.512,5,37.6% above cluster
AC00190,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,20.05036006805592,5,0.5881755461082602,220.828,2487.6400000000003,5,5 anomalies
AC00191,2,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-22.725456039226717,170.4333333333333,11100.473333333332,3,3 anomalies
AC00192,0,Consider reducing transaction amounts,Your avg transaction ($562.54) is 45% above cluster average,HIGH,SPENDING_CONTROL,24.8230506475093,4,44.733812522354214,562.5425,7032.6275000000005,4,44.7% above cluster
AC00193,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,21.045799308162053,265.74,5706.585,2,2 anomalies
AC00194,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $459.37 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,8.501515733514335,5,-13.962464226225338,188.884,4145.79,5,Min balance: $459.37
AC00195,2,Consider reducing transaction amounts,Your avg transaction ($489.33) is 122% above cluster average,HIGH,SPENDING_CONTROL,54.1061945572355,2,121.86242477796907,489.33,8328.465,2,121.9% above cluster
AC00196,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,5.7949961398054075,6,-13.064216827596582,337.8966666666667,5811.728333333333,6,6 anomalies
AC00197,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-31.408974658232435,150.5825,4838.825,4,4 anomalies
AC00198,1,Consider reducing transaction amounts,Your avg transaction ($533.91) is 143% above cluster average,HIGH,SPENDING_CONTROL,64.08601944608243,2,143.1984748574577,533.9100000000001,5989.475,2,143.2% above cluster
AC00199,2,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 1880.9x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-96.78992506605354,7.08,13316.71,1,Balance ratio: 1880.9x
AC00200,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $221.79 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,0.0,7,-43.122714445329535,221.06714285714287,5245.604285714285,7,Min balance: $221.79
AC00201,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,17.34783345409406,5,-5.681390125892731,207.064,2108.826,5,5 anomalies
AC00202,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $319.65 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,33.8838839289746,12,-20.196160250750676,310.1766666666667,3980.2966666666666,12,Min balance: $319.65
AC00203,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,22.75094134954948,6,17.548423923904753,456.88,5597.166666666667,6,6 anomalies
AC00204,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $289.71 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,18.344465156073575,7,-2.277599586111467,379.82142857142856,4325.5257142857145,7,Min balance: $289.71
AC00205,0,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,4.594386221348639,4,6.64532390894399,414.5025,6163.795,4,4 anomalies
AC00206,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,1.7535811118252997,2,16.360934229948587,255.455,2588.2200000000003,2,2 anomalies
AC00207,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-41.05314635181286,129.41,3334.205,2,2 anomalies
AC00208,0,Consider reducing transaction amounts,Your avg transaction ($617.71) is 59% above cluster average,HIGH,SPENDING_CONTROL,35.727143600473866,4,58.92758917447731,617.7099999999999,3018.8075,4,58.9% above cluster
AC00209,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,31.54377438912541,5,25.521587763050274,275.566,3774.782,5,5 anomalies
AC00210,2,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,27.30878229516169,4,18.24116057013593,260.7875,6364.28,4,4 anomalies
AC00211,0,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,15.450998330320198,4,27.971043984221204,497.39,7203.62,4,4 anomalies
AC00212,2,Consider reducing transaction amounts,Your avg transaction ($312.33) is 42% above cluster average,HIGH,SPENDING_CONTROL,23.93807433108487,3,41.61055142930758,312.33,8039.32,3,41.6% above cluster
AC00213,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $412.78 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,0.0,6,-32.38890191104188,262.7866666666667,5226.291666666667,6,Min balance: $412.78
AC00214,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,-50.93304168933839,107.72,3292.69,2,2 anomalies
AC00215,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,3.58718721575221,5,-12.372753081552023,192.374,6968.138000000001,5,5 anomalies
AC00216,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,28.074996151370932,5,22.715679267008,269.406,5081.764,5,5 anomalies
AC00217,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $471.28 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,30.257793825689212,6,5.948857654402027,232.59666666666664,2673.505,6,Min balance: $471.28
AC00218,0,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,7,-32.98678351457708,260.4628571428572,6312.392857142857,7,7 anomalies
AC00219,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $246.57 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,0.0,10,-63.234214169361614,142.899,5530.194,10,Min balance: $246.57
AC00220,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,17.76732411177912,6,9.3911993123932,425.175,6363.110000000001,6,6 anomalies
AC00221,2,Excellent financial discipline - consider higher-yield savings options,Strong balance management with 30.4x typical monthly spending in reserves,LOW,OPTIMIZATION_OPPORTUNITY,0.0,1,-22.813113452677218,170.24,5172.99,1,Balance ratio: 30.4x
AC00222,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $101.25 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,6.879185894802044,4,5.8721821345364145,411.4975,3920.585,4,Min balance: $101.25
AC00223,2,Consider reducing transaction amounts,Your avg transaction ($411.20) is 86% above cluster average,HIGH,SPENDING_CONTROL,34.62480162640679,2,86.43825040095821,411.2,7726.22,2,86.4% above cluster
AC00224,1,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,2,9.480536854507216,240.35,4353.315,2,2 anomalies
AC00225,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $214.61 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,22.667665023829606,11,-31.555142203936065,266.0272727272728,4387.590909090909,11,Min balance: $214.61
AC00227,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-15.462285634694162,328.576,6610.35,5,5 anomalies
AC00228,0,Review irregular transactions for budgeting patterns,Detected 8 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,12.904075746460158,8,-19.280010832546704,313.73749999999995,6111.245,8,8 anomalies
AC00229,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,16.50189888121711,5,0.5125617781954336,220.662,4422.44,5,5 anomalies
AC00230,0,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,2.306183495317086,3,16.35719383554965,452.25,6717.666666666667,3,3 anomalies
AC00231,2,Consider reducing transaction amounts,Your avg transaction ($317.45) is 44% above cluster average,HIGH,SPENDING_CONTROL,52.81220188883111,5,43.93377515268917,317.454,7652.617999999999,5,43.9% above cluster
AC00232,0,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-32.562483602822354,262.112,6050.3820000000005,5,5 anomalies
AC00233,1,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,6,-38.14854518680805,135.78666666666666,6186.758333333334,6,6 anomalies
AC00235,1,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,22.95408159038727,7,-11.937941380008537,193.32857142857145,6119.731428571429,7,7 anomalies
AC00236,0,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,7.37955209154922,6,-11.133720838476858,345.3999999999999,5299.056666666666,6,6 anomalies
AC00237,2,Consider reducing transaction amounts,Your avg transaction ($365.93) is 66% above cluster average,HIGH,SPENDING_CONTROL,62.38298140865544,5,65.91281364110564,365.93,10119.09,5,65.9% above cluster
AC00238,1,Consider reducing transaction amounts,Your avg transaction ($335.68) is 53% above cluster average,HIGH,SPENDING_CONTROL,16.22052560308534,1,52.903792849265585,335.68,1188.95,1,52.9% above cluster
AC00239,1,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,13.627971028903142,5,-5.606687367231858,207.228,4056.996,5,5 anomalies
AC00240,0,Consider reducing transaction amounts,Your avg transaction ($750.66) is 93% above cluster average,HIGH,SPENDING_CONTROL,43.586784435656,2,93.13364538329179,750.6600000000001,1751.655,2,93.1% above cluster
AC00241,1,Review irregular transactions for budgeting patterns,Detected 9 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,39.85765076028876,9,-11.79861480631567,193.63444444444443,5154.215555555556,9,9 anomalies
AC00242,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $184.72 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,27.71971372062572,9,-33.714460711009615,145.5211111111111,4646.2477777777785,9,Min balance: $184.72
AC00243,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-16.890903466656475,182.455,4149.6175,4,4 anomalies
AC00244,1,Consider reducing transaction amounts,Your avg transaction ($365.25) is 66% above cluster average,HIGH,SPENDING_CONTROL,53.32839263102248,5,66.37306463952054,365.25,3762.472,5,66.4% above cluster
AC00245,2,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,23.865050190892216,6,-19.78591001920512,176.91666666666666,8931.121666666666,6,6 anomalies
AC00246,2,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-41.63467145521753,128.728,9185.618,5,5 anomalies
AC00247,1,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $467.40 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,15.644173305166907,7,-24.748032904379723,165.2057142857143,5752.7242857142855,7,Min balance: $467.40
AC00248,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $362.40 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,11.031648402155781,7,-19.85311342905016,311.50999999999993,1939.4685714285715,7,Min balance: $362.40
AC00249,2,Review irregular transactions for budgeting patterns,Detected 5 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,0.0,5,-45.39426769141585,120.436,8682.344000000001,5,5 anomalies
AC00250,0,Monitor unusual transactions for budget deviations,Found 2 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,3.0601697613278827,2,27.771648019107776,496.615,5055.095,2,2 anomalies
AC00251,0,Consider reducing transaction amounts,Your avg transaction ($692.71) is 78% above cluster average,HIGH,SPENDING_CONTROL,45.59543812336821,4,78.22397289513235,692.71,3080.405,4,78.2% above cluster
AC00252,0,Consider reducing transaction amounts,Your avg transaction ($750.78) is 93% above cluster average,HIGH,SPENDING_CONTROL,36.914167839284055,2,93.16580602282617,750.785,6773.719999999999,2,93.2% above cluster
AC00253,0,Consider reducing transaction amounts,Your avg transaction ($515.64) is 33% above cluster average,HIGH,SPENDING_CONTROL,32.13815150914031,6,32.666497356247255,515.64,3488.988333333333,6,32.7% above cluster
AC00254,1,Review irregular transactions for budgeting patterns,Detected 6 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,18.18050391010276,6,-8.596164227544456,200.665,5198.929999999999,6,6 anomalies
AC00255,2,Consider reducing transaction amounts,Your avg transaction ($359.97) is 63% above cluster average,HIGH,SPENDING_CONTROL,37.53843305797431,3,63.209035836571644,359.9666666666667,7753.016666666666,3,63.2% above cluster
AC00256,1,Consider reducing transaction amounts,Your avg transaction ($419.46) is 91% above cluster average,HIGH,SPENDING_CONTROL,47.79192960605517,3,91.06748876269793,419.46333333333337,5221.81,3,91.1% above cluster
AC00257,0,Establish minimum balance threshold to avoid overdrafts,Minimum balance reached $213.36 with frequent transactions,HIGH,OVERDRAFT_PROTECTION,27.455873130083326,11,-20.2411461635055,310.0018181818182,6594.159090909091,11,Min balance: $213.36
AC00258,1,Review irregular transactions for budgeting patterns,Detected 7 anomalous transactions indicating inconsistent spending,MEDIUM,SPENDING_PATTERNS,35.929692550263255,7,4.089314245576237,228.5142857142857,3264.925714285714,7,7 anomalies
AC00259,1,Monitor unusual transactions for budget deviations,Found 3 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,3,-7.036060883559898,204.09,3837.0766666666655,3,3 anomalies
AC00260,1,Monitor unusual transactions for budget deviations,Found 4 anomalous transactions - may indicate unplanned expenses,MEDIUM,SPENDING_PATTERNS,0.0,4,-40.67052246598891,130.25,3065.155,4,4 anomalies
