TransactionID,AccountID,TransactionAmount,TransactionDuration,LoginAttempts,AccountBalance,AnomalyScore,RiskLevel,TransactionType,IsAnomaly
TX000630,AC00296,374.61,37,1,1389.71,-0.4251187673293849,Low,Credit,False
TX000631,AC00393,339.35,70,1,5002.7,-0.40171427515407726,High,Credit,False
TX000632,AC00223,810.36,67,1,9239.12,-0.4996743067531733,Low,Debit,False
TX000633,AC00487,9.83,86,1,666.42,-0.43789418718076173,Low,Debit,False
TX000634,AC00215,135.57,116,1,11351.64,-0.451571787852252,Low,Credit,False
TX000635,AC00275,340.05,37,1,7234.15,-0.4314016663129947,Low,Debit,False
TX000636,AC00482,283.45,127,1,2049.51,-0.40417932058677447,High,Debit,False
TX000637,AC00357,100.99,114,1,8865.27,-0.4153830753905172,Low,Debit,False
TX000638,AC00026,90.88,176,1,3908.47,-0.4275530906083794,Low,Debit,False
TX000639,AC00416,655.15,264,1,5587.44,-0.5285337555533228,Low,Debit,False
TX000640,AC00058,320.55,118,1,438.75,-0.41650799153704005,Low,Debit,False
TX000641,AC00170,41.51,48,1,609.6,-0.4263902688688172,Low,Debit,False
TX000642,AC00262,71.53,39,1,2393.73,-0.41910810244343105,Low,Credit,False
TX000643,AC00032,467.13,45,1,3914.84,-0.4313033590339133,Low,Credit,False
TX000644,AC00131,235.4,70,1,818.36,-0.4034351321429167,High,Debit,False
TX000645,AC00176,159.32,100,1,304.44,-0.42578071385592114,Low,Debit,False
TX000646,AC00139,50.83,48,1,9553.42,-0.44334414950294665,Low,Credit,False
TX000647,AC00056,56.89,56,1,3034.67,-0.4183346982926785,Low,Credit,False
TX000648,AC00276,20.22,138,1,5515.32,-0.41034227982867383,High,Debit,False
TX000649,AC00447,50.4,84,1,1677.01,-0.40258387329914136,High,Debit,False
TX000650,AC00143,73.88,131,1,4055.55,-0.4022446372124312,High,Debit,False
TX000651,AC00139,119.61,53,1,9899.94,-0.44446321165955227,Low,Debit,False
TX000652,AC00208,1241.05,129,1,756.74,-0.5496784094770596,Low,Debit,False
TX000653,AC00426,116.58,247,1,2620.74,-0.47698648313366077,Low,Debit,False
TX000654,AC00423,1919.11,161,1,11090.24,-0.6661124936738685,Low,Debit,True
TX000655,AC00381,391.96,79,1,2174.16,-0.4155214236779154,Low,Debit,False
TX000656,AC00458,156.26,160,1,7854.1,-0.40939940715909284,High,Credit,False
TX000657,AC00014,427.0,163,1,8253.65,-0.44104581692455574,Low,Credit,False
TX000658,AC00071,443.68,137,1,874.15,-0.4215478717433454,Low,Debit,False
TX000659,AC00054,101.76,26,1,6043.25,-0.4310429822067429,Low,Debit,False
TX000660,AC00182,67.57,107,1,2766.12,-0.40827951525306294,High,Debit,False
TX000661,AC00257,326.29,179,1,8171.26,-0.42795234495608675,Low,Debit,False
TX000662,AC00006,158.56,100,1,5401.21,-0.39673549253638446,High,Debit,False
TX000663,AC00424,56.02,142,1,3548.02,-0.40235968821445073,High,Debit,False
TX000664,AC00131,288.28,36,1,160.83,-0.44583249244316553,Low,Debit,False
TX000665,AC00133,245.67,107,1,752.25,-0.4077467587168858,High,Credit,False
TX000666,AC00393,152.18,176,4,2459.84,-0.6430090295527876,Low,Credit,True
TX000667,AC00361,114.35,21,1,469.12,-0.4588086812215196,Low,Credit,False
TX000668,AC00092,373.27,79,1,8441.61,-0.4248376671474192,Low,Credit,False
TX000669,AC00049,504.63,168,1,3806.16,-0.44097641280684874,Low,Debit,False
TX000670,AC00023,126.22,77,4,6133.41,-0.6142555170936106,Low,Debit,True
TX000671,AC00323,820.15,181,1,8802.97,-0.5133186387197021,Low,Debit,False
TX000672,AC00372,986.81,127,1,14881.77,-0.60198769995311,Low,Credit,True
TX000673,AC00497,8.37,135,1,1106.34,-0.4370880836499836,Low,Debit,False
TX000674,AC00130,197.49,30,1,5005.33,-0.4243918656146207,Low,Credit,False
TX000675,AC00034,637.97,90,1,7949.03,-0.46146153260539674,Low,Debit,False
TX000676,AC00286,13.52,65,1,259.77,-0.45156334089279,Low,Debit,False
TX000677,AC00232,432.1,240,1,2114.3,-0.48740402992061155,Low,Debit,False
TX000678,AC00182,375.17,66,2,5495.3,-0.5596622831758923,Low,Debit,False
TX000679,AC00136,642.68,94,1,8461.46,-0.4647990589357696,Low,Debit,False
TX000680,AC00101,78.44,292,1,6870.84,-0.5112272277568262,Low,Credit,False
TX000681,AC00328,139.72,201,1,5058.83,-0.43507637267718535,Low,Debit,False
TX000682,AC00356,499.99,296,1,8885.0,-0.5785719284468349,Low,Debit,False
TX000683,AC00312,10.07,49,1,530.81,-0.44980922329940154,Low,Debit,False
TX000684,AC00242,120.62,85,1,9379.53,-0.4271519768791454,Low,Debit,False
TX000685,AC00123,578.49,180,1,6475.13,-0.4692811512106808,Low,Debit,False
TX000686,AC00071,119.3,22,5,319.04,-0.6897788875302165,Low,Debit,True
TX000687,AC00370,280.92,168,1,5298.85,-0.4052036195591659,High,Debit,False
TX000688,AC00330,42.42,102,1,490.57,-0.4246652970410376,Low,Debit,False
TX000689,AC00218,77.03,259,1,11310.27,-0.52699880166912,Low,Debit,False
TX000690,AC00437,22.59,45,1,3988.75,-0.4348575697186997,Low,Debit,False
TX000691,AC00287,568.76,155,1,7484.32,-0.4470966637508599,Low,Debit,False
TX000692,AC00418,25.94,211,5,4815.11,-0.6910830591377394,Low,Credit,True
TX000693,AC00465,105.94,207,1,5963.1,-0.4356195124067859,Low,Debit,False
TX000694,AC00011,733.29,94,5,10427.0,-0.6991519852819732,Low,Debit,True
TX000695,AC00432,350.15,195,1,296.47,-0.4594457885751269,Low,Credit,False
TX000696,AC00240,1151.18,105,1,1100.06,-0.5230383292807517,Low,Debit,False
TX000697,AC00497,183.67,238,1,910.26,-0.4652039067195053,Low,Debit,False
TX000698,AC00026,278.27,123,1,6684.34,-0.3996095456724053,High,Debit,False
TX000699,AC00277,470.3,88,1,8524.09,-0.43939026236116774,Low,Debit,False
TX000700,AC00116,261.69,84,1,5126.65,-0.39436699227791044,High,Debit,False
TX000701,AC00367,365.04,94,1,873.89,-0.409399199509055,High,Debit,False
TX000702,AC00030,211.1,136,1,7059.77,-0.3960651613108546,High,Debit,False
TX000703,AC00111,21.49,240,1,11991.24,-0.5386026183920258,Low,Debit,False
TX000704,AC00220,63.58,199,1,8086.04,-0.4388565727162471,Low,Debit,False
TX000705,AC00295,321.86,167,1,12626.49,-0.474279106029365,Low,Debit,False
TX000706,AC00137,12.11,127,1,1730.28,-0.4299989032393272,Low,Debit,False
TX000707,AC00004,642.54,28,1,3143.17,-0.4866760939627397,Low,Debit,False
TX000708,AC00442,210.45,146,1,1242.49,-0.40274376198116213,High,Debit,False
TX000709,AC00201,313.65,173,1,1886.36,-0.4173096203842076,Low,Credit,False
TX000710,AC00462,99.76,131,1,416.89,-0.4137610657406158,High,Debit,False
TX000711,AC00390,115.32,113,1,5929.08,-0.4035364916127159,High,Debit,False
TX000712,AC00297,33.61,72,1,479.08,-0.4225290924850005,Low,Debit,False
TX000713,AC00173,498.59,32,1,5862.99,-0.4495758770647596,Low,Credit,False
TX000714,AC00382,98.81,91,1,797.1,-0.40939045004495117,High,Debit,False
TX000715,AC00175,1.87,147,1,7287.94,-0.43630831695011707,Low,Debit,False
TX000716,AC00035,78.92,95,1,5624.86,-0.3980304457746899,High,Credit,False
TX000717,AC00219,194.29,10,1,2988.41,-0.4795556063301549,Low,Credit,False
TX000718,AC00416,28.73,185,1,2712.96,-0.4521267718879447,Low,Debit,False
TX000719,AC00467,105.53,88,1,1433.66,-0.3994493371495503,High,Debit,False
TX000720,AC00465,737.34,34,1,7336.56,-0.4910116829450773,Low,Debit,False
TX000721,AC00102,237.86,210,1,475.63,-0.45588057120508063,Low,Debit,False
TX000722,AC00119,409.61,89,1,11698.15,-0.47333112800200045,Low,Debit,False
TX000723,AC00418,75.53,157,1,1034.35,-0.40584321785244054,High,Credit,False
TX000724,AC00237,72.75,15,1,12042.79,-0.511848199452834,Low,Debit,False
TX000725,AC00279,39.11,143,1,518.54,-0.42201479460176367,Low,Debit,False
TX000726,AC00067,1309.79,139,1,1258.93,-0.5654253281512867,Low,Debit,False
TX000727,AC00043,729.38,90,1,9127.65,-0.4781403675335256,Low,Debit,False
TX000728,AC00012,137.49,50,1,4471.05,-0.4138121777178894,High,Debit,False
TX000729,AC00244,504.71,61,1,6214.54,-0.42756763041575707,Low,Debit,False
TX000730,AC00395,371.47,58,1,1187.04,-0.4161551735873598,Low,Credit,False
TX000731,AC00253,430.35,205,1,354.9,-0.47673146973877106,Low,Debit,False
TX000732,AC00394,230.32,56,1,791.46,-0.4187439720559365,Low,Debit,False
TX000733,AC00457,121.71,140,1,5878.89,-0.39810313024609517,High,Debit,False
TX000734,AC00046,98.87,179,1,533.2,-0.4295987620646835,Low,Debit,False
TX000735,AC00011,117.55,35,1,897.94,-0.4268256697036391,Low,Debit,False
TX000736,AC00045,244.64,103,1,9159.56,-0.4263001850141063,Low,Debit,False
TX000737,AC00181,321.93,12,1,4392.73,-0.4614533260705529,Low,Debit,False
TX000738,AC00149,1092.73,11,1,1390.98,-0.574771311889068,Low,Debit,False
TX000739,AC00288,283.23,98,1,2008.77,-0.4030762085666361,High,Debit,False
TX000740,AC00014,346.65,60,1,6356.96,-0.41401224526180525,High,Debit,False
TX000741,AC00153,381.62,164,1,6009.12,-0.42136821006177144,Low,Debit,False
TX000742,AC00164,388.65,43,1,7896.85,-0.4417159073373225,Low,Debit,False
TX000743,AC00159,29.22,151,1,1649.43,-0.42212724818681857,Low,Debit,False
TX000744,AC00360,46.75,150,1,2840.43,-0.41831589371764266,Low,Debit,False
TX000745,AC00326,348.64,128,1,3274.96,-0.407006081106309,High,Debit,False
TX000746,AC00110,319.17,81,1,6501.56,-0.39975021934778454,High,Debit,False
TX000747,AC00110,73.95,76,1,363.92,-0.4141347769820063,High,Debit,False
TX000748,AC00257,389.63,99,1,9748.48,-0.4473419179429279,Low,Debit,False
TX000749,AC00145,217.61,45,1,1404.53,-0.4137847381525905,High,Debit,False
TX000750,AC00455,199.84,150,1,706.44,-0.4114795274392036,High,Debit,False
TX000751,AC00282,56.35,75,1,5095.73,-0.39631458361674793,High,Debit,False
TX000752,AC00045,248.95,29,1,3059.79,-0.4355083305098188,Low,Credit,False
TX000753,AC00390,142.58,145,1,7844.23,-0.40272572112356014,High,Debit,False
TX000754,AC00032,1020.73,87,1,1119.61,-0.507406022910027,Low,Debit,False
TX000755,AC00153,84.34,248,3,5313.97,-0.6244165479632782,Low,Debit,True
TX000756,AC00460,1607.55,156,1,6227.99,-0.6163879177288423,Low,Debit,True
TX000757,AC00154,333.78,98,1,6810.94,-0.40368409165100744,High,Debit,False
TX000758,AC00190,332.59,143,1,1457.07,-0.40100747724464886,High,Debit,False
TX000759,AC00156,236.81,15,1,813.68,-0.46267005549155665,Low,Debit,False
TX000760,AC00005,417.8,130,1,1518.82,-0.412913656400138,High,Credit,False
TX000761,AC00126,319.27,150,1,10269.78,-0.4382066442813923,Low,Debit,False
TX000762,AC00201,384.1,172,1,672.79,-0.43213455415176205,Low,Debit,False
TX000763,AC00165,820.62,158,1,6024.8,-0.46028894057396014,Low,Credit,False
TX000764,AC00420,474.77,50,1,2158.59,-0.4344609822944018,Low,Credit,False
TX000765,AC00329,542.72,92,1,6011.8,-0.423224433672586,Low,Credit,False
TX000766,AC00037,79.8,76,1,6372.58,-0.3969750885375129,High,Debit,False
TX000767,AC00293,46.24,52,1,2569.56,-0.42354796062167527,Low,Debit,False
TX000768,AC00481,327.8,54,1,10585.48,-0.45333501020987593,Low,Debit,False
TX000769,AC00233,445.79,161,1,717.99,-0.4382524374850224,Low,Debit,False
TX000770,AC00235,55.89,150,1,3689.65,-0.4107591853654839,High,Debit,False
TX000771,AC00324,158.41,16,1,1512.16,-0.4615113607537314,Low,Debit,False
TX000772,AC00029,101.19,75,1,14389.45,-0.5064054077133676,Low,Credit,False
TX000773,AC00093,827.14,265,4,9800.21,-0.6982262983304656,Low,Debit,True
TX000774,AC00141,61.97,95,1,7014.69,-0.39990248484983115,High,Debit,False
TX000775,AC00061,27.21,102,1,3520.61,-0.4192566104544226,Low,Debit,False
TX000776,AC00092,173.74,64,1,4913.42,-0.4050905684219221,High,Debit,False
TX000777,AC00354,176.11,105,1,9155.35,-0.42163625723341464,Low,Debit,False
TX000778,AC00358,88.4,174,1,2567.53,-0.43007964362641626,Low,Debit,False
TX000779,AC00078,567.92,14,1,3779.47,-0.48862854910773185,Low,Debit,False
TX000780,AC00013,138.11,104,1,4177.65,-0.4078986378115212,High,Credit,False
TX000781,AC00030,456.93,193,1,7284.76,-0.4618461093096062,Low,Credit,False
TX000782,AC00074,101.42,146,1,6530.59,-0.4041223701256088,High,Debit,False
TX000783,AC00399,300.61,51,1,7895.54,-0.418246395672101,Low,Debit,False
TX000784,AC00323,265.94,132,1,6781.3,-0.39995195168756,High,Debit,False
TX000785,AC00107,345.54,50,1,2091.78,-0.4210540389063316,Low,Debit,False
TX000786,AC00211,411.52,88,1,11108.39,-0.4676874769330156,Low,Debit,False
TX000787,AC00297,111.21,111,1,9088.36,-0.4185094309712036,Low,Debit,False
TX000788,AC00102,316.37,86,1,4671.69,-0.4016341843502458,High,Debit,False
TX000789,AC00196,260.63,142,1,7534.73,-0.39696485790949415,High,Debit,False
TX000790,AC00342,92.36,144,1,6353.14,-0.40082321519863534,High,Debit,False
TX000791,AC00027,262.06,118,1,13587.52,-0.48122653453895803,Low,Debit,False
TX000792,AC00339,64.5,230,1,1351.24,-0.46030972089665584,Low,Debit,False
TX000793,AC00468,253.55,85,5,2797.26,-0.6741944849252647,Low,Debit,True
TX000794,AC00262,408.28,125,3,1222.77,-0.5901303468546679,Low,Credit,False
TX000795,AC00425,175.94,89,1,3728.04,-0.41228967288429597,High,Debit,False
TX000796,AC00161,199.47,142,1,6067.44,-0.3932389548699539,High,Debit,False
TX000797,AC00417,51.07,133,1,4292.16,-0.404916437961077,High,Debit,False
TX000798,AC00208,435.86,134,1,3801.82,-0.41745220804855354,Low,Debit,False
TX000799,AC00304,74.73,162,1,6353.22,-0.4101751816124724,High,Credit,False
TX000800,AC00166,182.79,14,1,1251.85,-0.4672934048064305,Low,Credit,False
TX000801,AC00279,628.36,108,1,11869.71,-0.5103290028005885,Low,Debit,False
TX000802,AC00114,268.39,177,1,9409.43,-0.43488675198761695,Low,Debit,False
TX000803,AC00411,362.27,47,1,6003.59,-0.41694866063860825,Low,Debit,False
TX000804,AC00380,560.15,92,1,817.83,-0.43405077256695407,Low,Credit,False
TX000805,AC00272,351.99,45,2,3663.64,-0.5576007699380728,Low,Debit,False
TX000806,AC00202,132.36,160,1,319.65,-0.43020594454445393,Low,Debit,False
TX000807,AC00053,24.77,17,1,478.23,-0.48605481334924755,Low,Credit,False
TX000808,AC00316,668.67,143,4,13446.81,-0.6777241179526416,Low,Debit,True
TX000809,AC00422,80.24,58,1,8012.81,-0.4155243200387565,Low,Credit,False
TX000810,AC00083,8.65,198,1,4201.22,-0.4740559981223163,Low,Debit,False
TX000811,AC00125,178.91,19,1,8870.89,-0.4586693996836497,Low,Debit,False
TX000812,AC00227,115.22,108,1,906.2,-0.41205596592453975,High,Debit,False
TX000813,AC00292,161.63,276,1,9286.37,-0.5019322089489472,Low,Debit,False
TX000814,AC00319,542.75,63,1,2224.08,-0.4432148787087066,Low,Credit,False
TX000815,AC00431,317.47,16,1,14639.28,-0.5574365914745636,Low,Credit,False
TX000816,AC00365,280.99,29,1,9733.59,-0.4607574123986388,Low,Debit,False
TX000817,AC00050,24.19,28,1,2756.2,-0.4599058143815243,Low,Debit,False
TX000818,AC00129,586.85,86,1,6655.15,-0.43229364635581663,Low,Debit,False
TX000819,AC00366,372.41,143,1,3233.87,-0.40914735675619274,High,Debit,False
TX000820,AC00452,63.17,148,1,1676.57,-0.40501907275900917,High,Debit,False
TX000821,AC00339,383.69,285,1,8371.11,-0.5221927558661917,Low,Debit,False
TX000822,AC00389,247.17,149,1,2611.64,-0.4068501631340625,High,Credit,False
TX000823,AC00188,48.78,136,1,552.06,-0.41483935553142176,Low,Credit,False
TX000824,AC00039,4.15,119,1,6017.36,-0.4288972996994811,Low,Credit,False
TX000825,AC00319,60.99,58,1,7281.46,-0.41376295519673595,High,Debit,False
TX000826,AC00077,408.19,241,1,6847.47,-0.4741046887030308,Low,Debit,False
TX000827,AC00131,524.6,76,1,13017.7,-0.5085887678523872,Low,Debit,False
TX000828,AC00180,108.96,247,1,7597.66,-0.4645640063356228,Low,Debit,False
TX000829,AC00249,70.03,49,1,7330.31,-0.4161393640693155,Low,Debit,False
TX000830,AC00454,124.84,79,1,6711.78,-0.40010906863945,High,Debit,False
TX000831,AC00076,324.04,30,1,2248.06,-0.42962230805354296,Low,Debit,False
TX000832,AC00386,39.69,163,1,3524.68,-0.4262024140044901,Low,Debit,False
TX000833,AC00444,157.7,46,1,8332.58,-0.42420208075588506,Low,Credit,False
TX000834,AC00307,81.27,68,1,1814.48,-0.39794375980634733,High,Credit,False
TX000835,AC00397,193.82,176,1,3886.77,-0.4285416375423148,Low,Debit,False
TX000836,AC00078,16.73,165,1,7591.13,-0.4329372304658915,Low,Debit,False
TX000837,AC00348,474.05,214,1,1484.31,-0.465371131437131,Low,Debit,False
TX000838,AC00169,39.21,245,4,9385.57,-0.6772147780163871,Low,Debit,True
TX000839,AC00007,637.75,152,1,4202.92,-0.45705301151714856,Low,Debit,False
TX000840,AC00009,153.59,174,1,4813.12,-0.42164323867536463,Low,Credit,False
TX000841,AC00065,186.6,139,1,9716.68,-0.42130293991841156,Low,Debit,False
TX000842,AC00362,644.08,55,1,1980.62,-0.45468201950740056,Low,Debit,False
TX000843,AC00444,226.66,168,1,10216.25,-0.44410509695654826,Low,Debit,False
TX000844,AC00106,305.0,222,1,944.83,-0.4541192475807795,Low,Debit,False
TX000845,AC00241,233.1,37,1,7469.2,-0.4228136258356893,Low,Credit,False
TX000846,AC00092,793.13,76,1,13389.16,-0.5534913118219953,Low,Debit,False
TX000847,AC00173,224.19,93,1,8475.47,-0.417274666493123,Low,Debit,False
TX000848,AC00363,214.83,63,1,991.69,-0.40439702499122604,High,Credit,False
TX000849,AC00185,163.46,111,1,6953.8,-0.40023009568525214,High,Credit,False
TX000850,AC00370,194.99,91,1,1370.03,-0.3970358035393657,High,Debit,False
TX000851,AC00124,23.4,175,4,14851.28,-0.6972849433058622,Low,Debit,True
TX000852,AC00412,227.5,277,1,11505.35,-0.557140526076989,Low,Debit,False
TX000853,AC00068,259.9,100,1,914.28,-0.4047360938737096,High,Debit,False
TX000854,AC00321,59.51,55,1,9955.88,-0.44608295398269976,Low,Credit,False
TX000855,AC00302,50.63,143,1,4732.81,-0.407690981423501,High,Debit,False
TX000856,AC00217,1074.95,91,1,530.86,-0.5236141429641573,Low,Debit,False
TX000857,AC00298,112.94,31,1,3807.84,-0.437241810214872,Low,Credit,False
TX000858,AC00327,11.81,131,1,320.25,-0.4459875678602785,Low,Debit,False
TX000859,AC00054,329.14,14,1,12033.92,-0.5167384430861423,Low,Debit,False
TX000860,AC00403,154.24,82,1,6109.55,-0.39141450496229196,High,Debit,False
TX000861,AC00397,233.44,297,1,1691.88,-0.5251129053430381,Low,Debit,False
TX000862,AC00383,141.8,116,1,1697.67,-0.4053522020275799,High,Debit,False
TX000863,AC00450,209.03,126,1,8359.5,-0.41049720658441696,High,Debit,False
TX000864,AC00086,1137.63,144,1,1629.12,-0.5213746759971122,Low,Debit,False
TX000865,AC00156,261.14,162,1,6100.08,-0.4054815056780721,High,Debit,False
TX000866,AC00418,101.81,105,1,13872.03,-0.4914202502066758,Low,Debit,False
TX000867,AC00263,98.71,117,1,10095.23,-0.43680927013595156,Low,Debit,False
TX000868,AC00009,87.38,252,1,1504.99,-0.46601124585265036,Low,Debit,False
TX000869,AC00436,83.39,158,1,13182.11,-0.47834528039342067,Low,Debit,False
TX000870,AC00399,267.55,40,1,4330.04,-0.4075853907482026,High,Debit,False
TX000871,AC00182,870.05,39,1,905.25,-0.5112632123866357,Low,Debit,False
TX000872,AC00482,154.32,269,1,6972.5,-0.473514780817632,Low,Credit,False
TX000873,AC00475,164.51,110,1,3553.69,-0.40763859809525416,High,Debit,False
TX000874,AC00253,758.12,90,1,6164.65,-0.44595641916308626,Low,Debit,False
TX000875,AC00376,103.76,188,1,9626.14,-0.4522104970408582,Low,Debit,False
TX000876,AC00058,583.92,139,1,6364.14,-0.4303558221248627,Low,Debit,False
TX000877,AC00304,204.06,159,1,4351.83,-0.408305880243752,High,Debit,False
TX000878,AC00035,53.51,165,1,5773.5,-0.41514386916366103,Low,Debit,False
TX000879,AC00366,1108.46,262,1,9257.04,-0.6011128820731073,Low,Debit,True
TX000880,AC00362,52.95,14,1,6335.58,-0.4590259500457215,Low,Credit,False
TX000881,AC00094,120.17,105,1,5403.79,-0.4012183857305316,High,Debit,False
TX000882,AC00225,220.8,28,1,8135.31,-0.43777577390826783,Low,Debit,False
TX000883,AC00474,119.01,87,1,9798.26,-0.4344951557908357,Low,Debit,False
TX000884,AC00448,183.32,74,1,137.42,-0.4353632311087307,Low,Debit,False
TX000885,AC00439,858.88,227,1,7015.46,-0.5443840872783735,Low,Debit,False
TX000886,AC00133,11.46,128,1,2356.71,-0.43942559638615336,Low,Credit,False
TX000887,AC00480,61.37,164,1,4294.44,-0.4182884346041188,Low,Debit,False
TX000888,AC00265,103.08,150,1,9251.38,-0.42237874878135606,Low,Credit,False
TX000889,AC00176,1.21,196,1,7542.74,-0.4624127879517733,Low,Debit,False
TX000890,AC00278,425.18,172,1,9880.71,-0.46300351566846015,Low,Credit,False
TX000891,AC00216,60.96,238,1,6189.24,-0.4491615216623437,Low,Debit,False
TX000892,AC00431,64.21,37,1,12540.18,-0.49097165958819866,Low,Debit,False
TX000893,AC00063,523.02,83,1,4586.11,-0.42119650042376344,Low,Debit,False
TX000894,AC00090,50.26,164,1,1519.38,-0.42077989437987917,Low,Debit,False
TX000895,AC00133,110.08,95,1,1447.26,-0.4037685482828337,High,Debit,False
TX000896,AC00357,54.47,34,1,1131.42,-0.42928110902246575,Low,Credit,False
TX000897,AC00404,79.76,115,1,10278.75,-0.44138989261460426,Low,Debit,False
TX000898,AC00390,16.79,146,1,535.15,-0.4323330764850307,Low,Credit,False
TX000899,AC00083,1531.31,62,4,859.86,-0.704392525579434,Low,Debit,True
TX000900,AC00161,68.62,157,1,13891.47,-0.4952543344872652,Low,Debit,False
TX000901,AC00425,157.16,280,1,1545.77,-0.49308410055756613,Low,Debit,False
TX000902,AC00363,643.38,105,1,1046.74,-0.44777476285360057,Low,Credit,False
TX000903,AC00385,328.34,31,1,2840.45,-0.42691955943010124,Low,Credit,False
TX000904,AC00045,72.68,44,1,6216.77,-0.4124154924517817,High,Debit,False
TX000905,AC00480,354.76,279,1,10141.92,-0.5349604677712437,Low,Debit,False
TX000906,AC00369,793.88,252,1,1404.06,-0.5384653765455241,Low,Credit,False
TX000907,AC00109,29.22,69,1,7795.79,-0.4218361086634923,Low,Debit,False
TX000908,AC00264,653.97,100,1,3886.65,-0.4453642725826324,Low,Debit,False
TX000909,AC00076,366.43,92,1,1560.45,-0.40369445549277133,High,Credit,False
TX000910,AC00438,120.86,162,4,13566.58,-0.6669577579269945,Low,Debit,True
TX000911,AC00453,233.74,142,1,4749.54,-0.4019002006266052,High,Debit,False
TX000912,AC00222,471.84,138,1,1044.33,-0.4181408877091132,Low,Debit,False
TX000913,AC00179,213.4,100,1,2012.24,-0.4012169735473623,High,Credit,False
TX000914,AC00386,254.21,46,1,2487.2,-0.4132276084623221,High,Debit,False
TX000915,AC00171,577.73,63,1,14977.99,-0.5666574848280463,Low,Debit,False
TX000916,AC00336,170.26,265,1,1969.48,-0.47585423836583635,Low,Debit,False
TX000917,AC00272,337.73,107,4,7001.2,-0.6185212158469052,Low,Debit,True
TX000918,AC00402,330.61,113,1,2525.25,-0.41012425778005895,High,Credit,False
TX000919,AC00136,132.33,47,1,7457.94,-0.419803098759608,Low,Credit,False
TX000920,AC00280,672.74,118,1,5386.52,-0.4418439508929031,Low,Credit,False
TX000921,AC00352,74.04,66,1,1690.23,-0.40107600176120106,High,Debit,False
TX000922,AC00495,197.18,135,1,3114.92,-0.40820260109605366,High,Debit,False
TX000923,AC00061,21.15,180,1,3466.74,-0.4446640929863372,Low,Debit,False
TX000924,AC00129,218.37,105,1,9942.24,-0.438321003081926,Low,Debit,False
TX000925,AC00237,590.01,140,3,9791.74,-0.6107076043604794,Low,Debit,True
TX000926,AC00230,697.82,153,1,6824.0,-0.4629114668526882,Low,Debit,False
TX000927,AC00224,302.76,88,3,8583.39,-0.5950007235688849,Low,Debit,False
TX000928,AC00354,148.0,35,1,1488.65,-0.4185044345581088,Low,Debit,False
TX000929,AC00479,22.26,56,1,5583.88,-0.4177990392992938,Low,Debit,False
TX000930,AC00329,0.86,139,1,1357.22,-0.4373444891844275,Low,Debit,False
TX000931,AC00160,757.1,203,1,10553.23,-0.5640957425439688,Low,Debit,False
TX000932,AC00050,38.81,145,1,1619.6,-0.41560837742749634,Low,Credit,False
TX000933,AC00200,76.51,120,4,9475.4,-0.6460135160346689,Low,Credit,True
TX000934,AC00254,32.46,10,1,8656.18,-0.4945860547845075,Low,Debit,False
TX000935,AC00456,1022.75,158,1,207.74,-0.5416603301963986,Low,Credit,False
TX000936,AC00320,20.64,59,1,949.38,-0.4306367348879789,Low,Debit,False
TX000937,AC00446,662.11,219,1,1996.38,-0.5088645846307901,Low,Debit,False
TX000938,AC00292,288.77,110,1,8836.51,-0.41796753921497076,Low,Debit,False
TX000939,AC00111,35.05,105,1,14330.47,-0.5140940409319847,Low,Debit,False
TX000940,AC00157,214.73,26,1,5368.42,-0.4248596375463767,Low,Credit,False
TX000941,AC00429,25.38,66,1,8616.05,-0.4337882044940436,Low,Debit,False
TX000942,AC00182,617.66,40,1,5906.58,-0.46078698780030236,Low,Debit,False
TX000943,AC00166,446.39,77,1,7863.6,-0.42697655589628447,Low,Debit,False
TX000944,AC00005,377.92,204,1,2254.71,-0.4578403306899152,Low,Debit,False
TX000945,AC00459,11.04,43,1,6983.04,-0.44154620724178006,Low,Debit,False
TX000946,AC00432,275.46,67,1,9697.75,-0.43919891135648875,Low,Debit,False
TX000947,AC00317,179.76,81,1,5909.52,-0.38958112926698324,High,Debit,False
TX000948,AC00377,32.34,45,1,7847.62,-0.4308306232708761,Low,Debit,False
TX000949,AC00130,273.92,109,1,4543.56,-0.40524623492548023,High,Debit,False
TX000950,AC00236,375.45,32,1,1307.23,-0.43375228740050703,Low,Debit,False
TX000951,AC00243,388.98,155,1,1819.91,-0.41407695475677814,High,Debit,False
TX000952,AC00017,492.84,38,1,577.67,-0.4511370615415194,Low,Debit,False
TX000953,AC00295,148.85,25,1,7802.36,-0.43134954970620565,Low,Debit,False
TX000954,AC00187,119.95,47,5,2596.61,-0.6714476430963451,Low,Credit,True
TX000955,AC00395,391.66,103,1,2406.31,-0.40905685517583307,High,Debit,False
TX000956,AC00225,185.99,53,1,402.45,-0.42076416359174024,Low,Credit,False
TX000957,AC00355,322.48,57,1,1238.43,-0.41224653408966705,High,Debit,False
TX000958,AC00217,20.27,22,1,796.35,-0.47403495558203135,Low,Debit,False
TX000959,AC00282,280.61,129,3,7888.76,-0.5833237070542656,Low,Debit,False
TX000960,AC00477,199.02,269,1,4658.89,-0.47996424929203063,Low,Debit,False
TX000961,AC00158,104.23,108,1,5009.29,-0.40795808571833225,High,Credit,False
TX000962,AC00174,353.59,109,5,1822.34,-0.6631469638963049,Low,Credit,True
TX000963,AC00124,55.86,68,1,5346.46,-0.3973219194435624,High,Debit,False
TX000964,AC00247,10.77,178,1,10704.95,-0.4772196123091588,Low,Debit,False
